x,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30,
2.839,1.6326,0.111157,1.95056,0.185626,1.56863,0.656612,1.17494,0.916321,1.03127,0.985219,1.00201,0.996394,0.998129,0.997631,0.997764,0.997731,0.997739,0.997737,0.997737,0.997737,0.997737,0.997737,0.997737,0.997737,0.997737,0.997737,0.997737,0.997737,0.997737,0.997737,0.997737,
2.84,1.633,0.109947,1.95259,0.183302,1.5707,0.655139,1.17584,0.915857,1.0315,0.985135,1.00205,0.996389,0.99814,0.997637,0.997772,0.997738,0.997746,0.997744,0.997744,0.997744,0.997744,0.997744,0.997744,0.997744,0.997744,0.997744,0.997744,0.997744,0.997744,0.997744,0.997744,
2.841,1.6334,0.108737,1.95463,0.180972,1.57277,0.65366,1.17675,0.91539,1.03172,0.985051,1.00209,0.996384,0.99815,0.997643,0.997779,0.997745,0.997753,0.997751,0.997751,0.997751,0.997751,0.997751,0.997751,0.997751,0.997751,0.997751,0.997751,0.997751,0.997751,0.997751,0.997751,
2.842,1.63379,0.107525,1.95667,0.178637,1.57485,0.652175,1.17767,0.91492,1.03195,0.984966,1.00213,0.996379,0.998161,0.997649,0.997786,0.997752,0.99776,0.997758,0.997758,0.997758,0.997758,0.997758,0.997758,0.997758,0.997758,0.997758,0.997758,0.997758,0.997758,0.997758,0.997758,
2.843,1.63419,0.106312,1.95871,0.176296,1.57694,0.650684,1.17859,0.914447,1.03218,0.98488,1.00218,0.996374,0.998172,0.997655,0.997794,0.997759,0.997767,0.997765,0.997766,0.997765,0.997765,0.997765,0.997765,0.997765,0.997765,0.997765,0.997765,0.997765,0.997765,0.997765,0.997765,
2.844,1.63459,0.105099,1.96076,0.173949,1.57903,0.649187,1.17951,0.913972,1.03241,0.984794,1.00222,0.996369,0.998183,0.997661,0.997801,0.997766,0.997774,0.997772,0.997773,0.997772,0.997772,0.997772,0.997772,0.997772,0.997772,0.997772,0.997772,0.997772,0.997772,0.997772,0.997772,
2.845,1.63499,0.103883,1.96281,0.171596,1.58113,0.647684,1.18043,0.913495,1.03265,0.984708,1.00226,0.996364,0.998194,0.997666,0.997808,0.997772,0.997781,0.997779,0.997779,0.997779,0.997779,0.997779,0.997779,0.997779,0.997779,0.997779,0.997779,0.997779,0.997779,0.997779,0.997779,
2.846,1.63539,0.102667,1.96486,0.169237,1.58324,0.646175,1.18136,0.913015,1.03288,0.98462,1.0023,0.996359,0.998205,0.997672,0.997816,0.997779,0.997788,0.997786,0.997786,0.997786,0.997786,0.997786,0.997786,0.997786,0.997786,0.997786,0.997786,0.997786,0.997786,0.997786,0.997786,
2.847,1.63579,0.10145,1.96692,0.166873,1.58535,0.64466,1.1823,0.912532,1.03312,0.984532,1.00235,0.996354,0.998215,0.997678,0.997823,0.997786,0.997795,0.997793,0.997793,0.997793,0.997793,0.997793,0.997793,0.997793,0.997793,0.997793,0.997793,0.997793,0.997793,0.997793,0.997793,
2.848,1.63619,0.100232,1.96898,0.164502,1.58747,0.643139,1.18324,0.912046,1.03335,0.984443,1.00239,0.996348,0.998226,0.997684,0.99783,0.997793,0.997802,0.9978,0.9978,0.9978,0.9978,0.9978,0.9978,0.9978,0.9978,0.9978,0.9978,0.9978,0.9978,0.9978,0.9978,
2.849,1.63659,0.0990121,1.97104,0.162126,1.5896,0.641612,1.18418,0.911558,1.03359,0.984354,1.00243,0.996342,0.998237,0.997689,0.997837,0.9978,0.997809,0.997807,0.997807,0.997807,0.997807,0.997807,0.997807,0.997807,0.997807,0.997807,0.997807,0.997807,0.997807,0.997807,0.997807,
2.85,1.63699,0.0977914,1.97311,0.159744,1.59173,0.640079,1.18513,0.911067,1.03383,0.984263,1.00248,0.996337,0.998248,0.997695,0.997845,0.997807,0.997816,0.997814,0.997814,0.997814,0.997814,0.997814,0.997814,0.997814,0.997814,0.997814,0.997814,0.997814,0.997814,0.997814,0.997814,
2.851,1.63738,0.0965695,1.97518,0.157356,1.59387,0.63854,1.18608,0.910573,1.03407,0.984173,1.00252,0.996331,0.998259,0.997701,0.997852,0.997813,0.997823,0.997821,0.997821,0.997821,0.997821,0.997821,0.997821,0.997821,0.997821,0.997821,0.997821,0.997821,0.997821,0.997821,0.997821,
2.852,1.63778,0.0953466,1.97725,0.154962,1.59602,0.636994,1.18704,0.910077,1.03431,0.984081,1.00256,0.996325,0.99827,0.997706,0.997859,0.99782,0.997829,0.997827,0.997828,0.997828,0.997828,0.997828,0.997828,0.997828,0.997828,0.997828,0.997828,0.997828,0.997828,0.997828,0.997828,
2.853,1.63818,0.0941225,1.97933,0.152562,1.59818,0.635443,1.188,0.909577,1.03455,0.983989,1.00261,0.996318,0.998281,0.997712,0.997866,0.997827,0.997836,0.997834,0.997835,0.997835,0.997835,0.997835,0.997835,0.997835,0.997835,0.997835,0.997835,0.997835,0.997835,0.997835,0.997835,
2.854,1.63858,0.0928972,1.98141,0.150156,1.60034,0.633886,1.18897,0.909076,1.0348,0.983896,1.00265,0.996312,0.998292,0.997718,0.997873,0.997834,0.997843,0.997841,0.997841,0.997841,0.997841,0.997841,0.997841,0.997841,0.997841,0.997841,0.997841,0.997841,0.997841,0.997841,0.997841,
2.855,1.63898,0.0916708,1.98349,0.147744,1.6025,0.632322,1.18994,0.908571,1.03505,0.983802,1.0027,0.996306,0.998303,0.997723,0.99788,0.99784,0.99785,0.997848,0.997848,0.997848,0.997848,0.997848,0.997848,0.997848,0.997848,0.997848,0.997848,0.997848,0.997848,0.997848,0.997848,
2.856,1.63938,0.0904433,1.98558,0.145327,1.60468,0.630752,1.19091,0.908064,1.03529,0.983708,1.00274,0.996299,0.998314,0.997729,0.997887,0.997847,0.997857,0.997855,0.997855,0.997855,0.997855,0.997855,0.997855,0.997855,0.997855,0.997855,0.997855,0.997855,0.997855,0.997855,0.997855,
2.857,1.63978,0.0892147,1.98767,0.142903,1.60686,0.629176,1.19189,0.907553,1.03554,0.983613,1.00279,0.996292,0.998325,0.997734,0.997895,0.997854,0.997863,0.997861,0.997862,0.997862,0.997862,0.997862,0.997862,0.997862,0.997862,0.997862,0.997862,0.997862,0.997862,0.997862,0.997862,
2.858,1.64018,0.0879849,1.98977,0.140473,1.60905,0.627593,1.19287,0.90704,1.03579,0.983517,1.00283,0.996286,0.998336,0.99774,0.997902,0.99786,0.99787,0.997868,0.997868,0.997868,0.997868,0.997868,0.997868,0.997868,0.997868,0.997868,0.997868,0.997868,0.997868,0.997868,0.997868,
2.859,1.64058,0.0867539,1.99187,0.138038,1.61124,0.626005,1.19386,0.906524,1.03605,0.983421,1.00288,0.996279,0.998347,0.997745,0.997909,0.997867,0.997877,0.997875,0.997875,0.997875,0.997875,0.997875,0.997875,0.997875,0.997875,0.997875,0.997875,0.997875,0.997875,0.997875,0.997875,
2.86,1.64097,0.0855218,1.99397,0.135596,1.61345,0.62441,1.19485,0.906006,1.0363,0.983324,1.00293,0.996272,0.998358,0.99775,0.997916,0.997874,0.997884,0.997881,0.997882,0.997882,0.997882,0.997882,0.997882,0.997882,0.997882,0.997882,0.997882,0.997882,0.997882,0.997882,0.997882,
2.861,1.64137,0.0842886,1.99608,0.133148,1.61566,0.622809,1.19585,0.905484,1.03655,0.983226,1.00297,0.996264,0.998369,0.997756,0.997923,0.99788,0.99789,0.997888,0.997889,0.997888,0.997888,0.997888,0.997888,0.997888,0.997888,0.997888,0.997888,0.997888,0.997888,0.997888,0.997888,
2.862,1.64177,0.0830543,1.99818,0.130694,1.61787,0.621201,1.19685,0.90496,1.03681,0.983127,1.00302,0.996257,0.99838,0.997761,0.99793,0.997887,0.997897,0.997895,0.997895,0.997895,0.997895,0.997895,0.997895,0.997895,0.997895,0.997895,0.997895,0.997895,0.997895,0.997895,0.997895,
2.863,1.64217,0.0818188,2.0003,0.128235,1.6201,0.619587,1.19786,0.904433,1.03707,0.983028,1.00307,0.99625,0.998392,0.997766,0.997937,0.997893,0.997904,0.997901,0.997902,0.997902,0.997902,0.997902,0.997902,0.997902,0.997902,0.997902,0.997902,0.997902,0.997902,0.997902,0.997902,
2.864,1.64257,0.0805821,2.00241,0.125769,1.62233,0.617967,1.19887,0.903903,1.03733,0.982927,1.00311,0.996242,0.998403,0.997772,0.997944,0.9979,0.99791,0.997908,0.997908,0.997908,0.997908,0.997908,0.997908,0.997908,0.997908,0.997908,0.997908,0.997908,0.997908,0.997908,0.997908,
2.865,1.64297,0.0793443,2.00453,0.123297,1.62456,0.61634,1.19989,0.903369,1.03759,0.982827,1.00316,0.996234,0.998414,0.997777,0.997951,0.997906,0.997917,0.997915,0.997915,0.997915,0.997915,0.997915,0.997915,0.997915,0.997915,0.997915,0.997915,0.997915,0.997915,0.997915,0.997915,
2.866,1.64337,0.0781054,2.00666,0.120819,1.62681,0.614707,1.20091,0.902834,1.03785,0.982725,1.00321,0.996226,0.998425,0.997782,0.997958,0.997913,0.997924,0.997921,0.997922,0.997922,0.997922,0.997922,0.997922,0.997922,0.997922,0.997922,0.997922,0.997922,0.997922,0.997922,0.997922,
2.867,1.64377,0.0768653,2.00878,0.118335,1.62906,0.613067,1.20193,0.902295,1.03812,0.982623,1.00326,0.996218,0.998436,0.997787,0.997965,0.997919,0.99793,0.997928,0.997928,0.997928,0.997928,0.997928,0.997928,0.997928,0.997928,0.997928,0.997928,0.997928,0.997928,0.997928,0.997928,
2.868,1.64417,0.0756241,2.01091,0.115845,1.63132,0.611421,1.20296,0.901753,1.03838,0.982519,1.00331,0.99621,0.998448,0.997792,0.997972,0.997926,0.997937,0.997934,0.997935,0.997935,0.997935,0.997935,0.997935,0.997935,0.997935,0.997935,0.997935,0.997935,0.997935,0.997935,0.997935,
2.869,1.64457,0.0743817,2.01305,0.113349,1.63359,0.609769,1.20399,0.901208,1.03865,0.982416,1.00336,0.996202,0.998459,0.997797,0.997978,0.997932,0.997943,0.997941,0.997941,0.997941,0.997941,0.997941,0.997941,0.997941,0.997941,0.997941,0.997941,0.997941,0.997941,0.997941,0.997941,
2.87,1.64496,0.0731382,2.01518,0.110846,1.63586,0.60811,1.20503,0.90066,1.03892,0.982311,1.0034,0.996194,0.99847,0.997802,0.997985,0.997938,0.99795,0.997947,0.997948,0.997948,0.997948,0.997948,0.997948,0.997948,0.997948,0.997948,0.997948,0.997948,0.997948,0.997948,0.997948,
2.871,1.64536,0.0718936,2.01733,0.108338,1.63814,0.606444,1.20608,0.900109,1.03919,0.982205,1.00345,0.996185,0.998482,0.997808,0.997992,0.997945,0.997956,0.997954,0.997954,0.997954,0.997954,0.997954,0.997954,0.997954,0.997954,0.997954,0.997954,0.997954,0.997954,0.997954,0.997954,
2.872,1.64576,0.0706478,2.01947,0.105823,1.64043,0.604772,1.20713,0.899556,1.03946,0.982099,1.0035,0.996176,0.998493,0.997812,0.997999,0.997951,0.997963,0.99796,0.997961,0.997961,0.997961,0.997961,0.997961,0.997961,0.997961,0.997961,0.997961,0.997961,0.997961,0.997961,0.997961,
2.873,1.64616,0.0694008,2.02162,0.103302,1.64272,0.603093,1.20818,0.898999,1.03974,0.981992,1.00355,0.996167,0.998504,0.997817,0.998006,0.997957,0.997969,0.997967,0.997967,0.997967,0.997967,0.997967,0.997967,0.997967,0.997967,0.997967,0.997967,0.997967,0.997967,0.997967,0.997967,
2.874,1.64656,0.0681527,2.02377,0.100775,1.64502,0.601408,1.20924,0.898439,1.04001,0.981884,1.0036,0.996158,0.998516,0.997822,0.998013,0.997964,0.997976,0.997973,0.997974,0.997973,0.997973,0.997973,0.997973,0.997973,0.997973,0.997973,0.997973,0.997973,0.997973,0.997973,0.997973,
2.875,1.64696,0.0669035,2.02593,0.098242,1.64733,0.599716,1.2103,0.897876,1.04029,0.981776,1.00365,0.996149,0.998527,0.997827,0.99802,0.99797,0.997982,0.997979,0.99798,0.99798,0.99798,0.99798,0.99798,0.99798,0.99798,0.99798,0.99798,0.99798,0.99798,0.99798,0.99798,
2.876,1.64736,0.0656531,2.02808,0.0957026,1.64965,0.598018,1.21137,0.89731,1.04057,0.981666,1.00371,0.99614,0.998539,0.997832,0.998026,0.997976,0.997989,0.997986,0.997986,0.997986,0.997986,0.997986,0.997986,0.997986,0.997986,0.997986,0.997986,0.997986,0.997986,0.997986,0.997986,
2.877,1.64776,0.0644016,2.03025,0.093157,1.65197,0.596312,1.21244,0.896741,1.04085,0.981556,1.00376,0.996131,0.99855,0.997837,0.998033,0.997983,0.997995,0.997992,0.997993,0.997993,0.997993,0.997993,0.997993,0.997993,0.997993,0.997993,0.997993,0.997993,0.997993,0.997993,0.997993,
2.878,1.64816,0.0631489,2.03241,0.0906051,1.65431,0.5946,1.21352,0.896169,1.04113,0.981445,1.00381,0.996121,0.998562,0.997842,0.99804,0.997989,0.998001,0.997998,0.997999,0.997999,0.997999,0.997999,0.997999,0.997999,0.997999,0.997999,0.997999,0.997999,0.997999,0.997999,0.997999,
2.879,1.64855,0.0618951,2.03458,0.088047,1.65664,0.592882,1.2146,0.895594,1.04141,0.981333,1.00386,0.996111,0.998573,0.997847,0.998047,0.997995,0.998008,0.998005,0.998005,0.998005,0.998005,0.998005,0.998005,0.998005,0.998005,0.998005,0.998005,0.998005,0.998005,0.998005,0.998005,
2.88,1.64895,0.0606401,2.03676,0.0854827,1.65899,0.591156,1.21569,0.895016,1.0417,0.981221,1.00391,0.996101,0.998585,0.997851,0.998054,0.998001,0.998014,0.998011,0.998012,0.998012,0.998012,0.998012,0.998012,0.998012,0.998012,0.998012,0.998012,0.998012,0.998012,0.998012,0.998012,
2.881,1.64935,0.059384,2.03893,0.0829121,1.66134,0.589424,1.21678,0.894434,1.04198,0.981107,1.00397,0.996091,0.998597,0.997856,0.99806,0.998007,0.99802,0.998017,0.998018,0.998018,0.998018,0.998018,0.998018,0.998018,0.998018,0.998018,0.998018,0.998018,0.998018,0.998018,0.998018,
2.882,1.64975,0.0581267,2.04111,0.0803352,1.6637,0.587685,1.21788,0.89385,1.04227,0.980993,1.00402,0.996081,0.998608,0.997861,0.998067,0.998014,0.998027,0.998024,0.998024,0.998024,0.998024,0.998024,0.998024,0.998024,0.998024,0.998024,0.998024,0.998024,0.998024,0.998024,0.998024,
2.883,1.65015,0.0568683,2.0433,0.077752,1.66607,0.585939,1.21898,0.893262,1.04256,0.980878,1.00407,0.996071,0.99862,0.997865,0.998074,0.99802,0.998033,0.99803,0.998031,0.99803,0.99803,0.99803,0.99803,0.99803,0.99803,0.99803,0.99803,0.99803,0.99803,0.99803,0.99803,
2.884,1.65055,0.0556087,2.04549,0.0751625,1.66845,0.584187,1.22009,0.892671,1.04285,0.980762,1.00412,0.99606,0.998632,0.99787,0.998081,0.998026,0.998039,0.998036,0.998037,0.998037,0.998037,0.998037,0.998037,0.998037,0.998037,0.998037,0.998037,0.998037,0.998037,0.998037,0.998037,
2.885,1.65095,0.054348,2.04768,0.0725668,1.67083,0.582427,1.22121,0.892077,1.04315,0.980645,1.00418,0.99605,0.998643,0.997874,0.998087,0.998032,0.998045,0.998042,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,
2.886,1.65135,0.0530861,2.04987,0.0699646,1.67322,0.580661,1.22232,0.891479,1.04344,0.980527,1.00423,0.996039,0.998655,0.997879,0.998094,0.998038,0.998052,0.998049,0.998049,0.998049,0.998049,0.998049,0.998049,0.998049,0.998049,0.998049,0.998049,0.998049,0.998049,0.998049,0.998049,
2.887,1.65175,0.051823,2.05207,0.0673562,1.67562,0.578888,1.22345,0.890879,1.04374,0.980409,1.00429,0.996028,0.998667,0.997883,0.998101,0.998044,0.998058,0.998055,0.998055,0.998055,0.998055,0.998055,0.998055,0.998055,0.998055,0.998055,0.998055,0.998055,0.998055,0.998055,0.998055,
2.888,1.65215,0.0505589,2.05427,0.0647414,1.67803,0.577107,1.22457,0.890275,1.04404,0.98029,1.00434,0.996017,0.998679,0.997888,0.998107,0.99805,0.998064,0.998061,0.998062,0.998061,0.998062,0.998061,0.998062,0.998062,0.998062,0.998062,0.998062,0.998062,0.998062,0.998062,0.998062,
2.889,1.65254,0.0492935,2.05648,0.0621202,1.68044,0.57532,1.22571,0.889668,1.04434,0.980169,1.0044,0.996005,0.99869,0.997892,0.998114,0.998056,0.99807,0.998067,0.998068,0.998068,0.998068,0.998068,0.998068,0.998068,0.998068,0.998068,0.998068,0.998068,0.998068,0.998068,0.998068,
2.89,1.65294,0.0480271,2.05869,0.0594926,1.68286,0.573526,1.22685,0.889057,1.04464,0.980048,1.00445,0.995994,0.998702,0.997897,0.99812,0.998062,0.998076,0.998073,0.998074,0.998074,0.998074,0.998074,0.998074,0.998074,0.998074,0.998074,0.998074,0.998074,0.998074,0.998074,0.998074,
2.891,1.65334,0.0467594,2.0609,0.0568587,1.68529,0.571725,1.22799,0.888443,1.04494,0.979926,1.00451,0.995982,0.998714,0.997901,0.998127,0.998068,0.998083,0.998079,0.99808,0.99808,0.99808,0.99808,0.99808,0.99808,0.99808,0.99808,0.99808,0.99808,0.99808,0.99808,0.99808,
2.892,1.65374,0.0454906,2.06312,0.0542183,1.68773,0.569917,1.22914,0.887826,1.04525,0.979803,1.00457,0.995971,0.998726,0.997905,0.998134,0.998074,0.998089,0.998085,0.998086,0.998086,0.998086,0.998086,0.998086,0.998086,0.998086,0.998086,0.998086,0.998086,0.998086,0.998086,0.998086,
2.893,1.65414,0.0442207,2.06534,0.0515715,1.69017,0.568101,1.23029,0.887206,1.04556,0.97968,1.00462,0.995959,0.998738,0.99791,0.99814,0.99808,0.998095,0.998091,0.998092,0.998092,0.998092,0.998092,0.998092,0.998092,0.998092,0.998092,0.998092,0.998092,0.998092,0.998092,0.998092,
2.894,1.65454,0.0429496,2.06757,0.0489183,1.69262,0.566279,1.23145,0.886582,1.04587,0.979555,1.00468,0.995947,0.99875,0.997914,0.998147,0.998086,0.998101,0.998098,0.998098,0.998098,0.998098,0.998098,0.998098,0.998098,0.998098,0.998098,0.998098,0.998098,0.998098,0.998098,0.998098,
2.895,1.65494,0.0416773,2.06979,0.0462587,1.69508,0.56445,1.23262,0.885955,1.04618,0.979429,1.00474,0.995934,0.998762,0.997918,0.998153,0.998092,0.998107,0.998104,0.998104,0.998104,0.998104,0.998104,0.998104,0.998104,0.998104,0.998104,0.998104,0.998104,0.998104,0.998104,0.998104,
2.896,1.65534,0.0404039,2.07203,0.0435926,1.69755,0.562613,1.23379,0.885325,1.04649,0.979303,1.00479,0.995922,0.998774,0.997922,0.99816,0.998098,0.998113,0.99811,0.99811,0.99811,0.99811,0.99811,0.99811,0.99811,0.99811,0.99811,0.99811,0.99811,0.99811,0.99811,0.99811,
2.897,1.65574,0.0391294,2.07426,0.04092,1.70002,0.560769,1.23496,0.884691,1.04681,0.979176,1.00485,0.995909,0.998787,0.997927,0.998167,0.998104,0.998119,0.998116,0.998116,0.998116,0.998116,0.998116,0.998116,0.998116,0.998116,0.998116,0.998116,0.998116,0.998116,0.998116,0.998116,
2.898,1.65613,0.0378536,2.0765,0.038241,1.7025,0.558919,1.23614,0.884054,1.04712,0.979047,1.00491,0.995896,0.998799,0.997931,0.998173,0.99811,0.998125,0.998122,0.998122,0.998122,0.998122,0.998122,0.998122,0.998122,0.998122,0.998122,0.998122,0.998122,0.998122,0.998122,0.998122,
2.899,1.65653,0.0365768,2.07874,0.0355554,1.70499,0.55706,1.23733,0.883413,1.04744,0.978918,1.00497,0.995884,0.998811,0.997935,0.99818,0.998115,0.998131,0.998128,0.998128,0.998128,0.998128,0.998128,0.998128,0.998128,0.998128,0.998128,0.998128,0.998128,0.998128,0.998128,0.998128,
2.9,1.65693,0.0352987,2.08099,0.0328634,1.70749,0.555195,1.23852,0.882769,1.04776,0.978788,1.00503,0.99587,0.998823,0.997939,0.998186,0.998121,0.998137,0.998134,0.998134,0.998134,0.998134,0.998134,0.998134,0.998134,0.998134,0.998134,0.998134,0.998134,0.998134,0.998134,0.998134,
2.901,1.65733,0.0340195,2.08324,0.0301648,1.71,0.553322,1.23972,0.882121,1.04808,0.978657,1.00509,0.995857,0.998835,0.997943,0.998193,0.998127,0.998143,0.998139,0.99814,0.99814,0.99814,0.99814,0.99814,0.99814,0.99814,0.99814,0.99814,0.99814,0.99814,0.99814,0.99814,
2.902,1.65773,0.0327392,2.08549,0.0274597,1.71251,0.551443,1.24092,0.88147,1.04841,0.978525,1.00515,0.995844,0.998848,0.997947,0.998199,0.998133,0.998149,0.998145,0.998146,0.998146,0.998146,0.998146,0.998146,0.998146,0.998146,0.998146,0.998146,0.998146,0.998146,0.998146,0.998146,
2.903,1.65813,0.0314577,2.08775,0.0247481,1.71503,0.549555,1.24213,0.880815,1.04873,0.978392,1.00521,0.99583,0.99886,0.997951,0.998206,0.998139,0.998155,0.998151,0.998152,0.998152,0.998152,0.998152,0.998152,0.998152,0.998152,0.998152,0.998152,0.998152,0.998152,0.998152,0.998152,
2.904,1.65853,0.030175,2.09001,0.0220298,1.71756,0.547661,1.24334,0.880157,1.04906,0.978258,1.00527,0.995816,0.998872,0.997955,0.998212,0.998144,0.998161,0.998157,0.998158,0.998158,0.998158,0.998158,0.998158,0.998158,0.998158,0.998158,0.998158,0.998158,0.998158,0.998158,0.998158,
2.905,1.65893,0.0288912,2.09228,0.0193051,1.7201,0.545759,1.24456,0.879496,1.04939,0.978123,1.00533,0.995802,0.998885,0.997958,0.998218,0.99815,0.998167,0.998163,0.998164,0.998164,0.998164,0.998164,0.998164,0.998164,0.998164,0.998164,0.998164,0.998164,0.998164,0.998164,0.998164,
2.906,1.65933,0.0276062,2.09455,0.0165737,1.72264,0.54385,1.24579,0.87883,1.04972,0.977988,1.00539,0.995788,0.998897,0.997962,0.998225,0.998156,0.998173,0.998169,0.99817,0.99817,0.99817,0.99817,0.99817,0.99817,0.99817,0.99817,0.99817,0.99817,0.99817,0.99817,0.99817,
2.907,1.65973,0.0263201,2.09682,0.0138357,1.7252,0.541933,1.24702,0.878162,1.05006,0.977851,1.00546,0.995774,0.99891,0.997966,0.998231,0.998161,0.998179,0.998175,0.998176,0.998175,0.998175,0.998175,0.998175,0.998175,0.998175,0.998175,0.998175,0.998175,0.998175,0.998175,0.998175,
2.908,1.66012,0.0250328,2.0991,0.0110911,1.72776,0.540009,1.24825,0.877489,1.05039,0.977713,1.00552,0.995759,0.998922,0.99797,0.998238,0.998167,0.998185,0.998181,0.998181,0.998181,0.998181,0.998181,0.998181,0.998181,0.998181,0.998181,0.998181,0.998181,0.998181,0.998181,0.998181,
2.909,1.66052,0.0237443,2.10138,0.00833993,1.73033,0.538077,1.24949,0.876813,1.05073,0.977574,1.00558,0.995745,0.998935,0.997974,0.998244,0.998173,0.99819,0.998186,0.998187,0.998187,0.998187,0.998187,0.998187,0.998187,0.998187,0.998187,0.998187,0.998187,0.998187,0.998187,0.998187,
2.91,1.66092,0.0224547,2.10366,0.00558209,1.7329,0.536138,1.25074,0.876134,1.05107,0.977435,1.00564,0.99573,0.998948,0.997977,0.998251,0.998178,0.998196,0.998192,0.998193,0.998193,0.998193,0.998193,0.998193,0.998193,0.998193,0.998193,0.998193,0.998193,0.998193,0.998193,0.998193,
2.911,1.66132,0.0211639,2.10595,0.00281759,1.73549,0.534192,1.25199,0.875451,1.05141,0.977294,1.00571,0.995715,0.99896,0.997981,0.998257,0.998184,0.998202,0.998198,0.998199,0.998199,0.998199,0.998199,0.998199,0.998199,0.998199,0.998199,0.998199,0.998199,0.998199,0.998199,0.998199,
2.912,1.66172,0.019872,2.10824,4.64312e-05,1.73808,0.532238,1.25325,0.874764,1.05176,0.977152,1.00577,0.995699,0.998973,0.997985,0.998263,0.99819,0.998208,0.998204,0.998205,0.998204,0.998204,0.998204,0.998204,0.998204,0.998204,0.998204,0.998204,0.998204,0.998204,0.998204,0.998204,
2.913,1.66212,0.0185789,2.11053,-0.00273141,1.74068,0.530276,1.25451,0.874073,1.0521,0.97701,1.00584,0.995684,0.998986,0.997988,0.99827,0.998195,0.998214,0.998209,0.99821,0.99821,0.99821,0.99821,0.99821,0.99821,0.99821,0.99821,0.99821,0.99821,0.99821,0.99821,0.99821,
2.914,1.66252,0.0172846,2.11283,-0.00551594,1.74329,0.528307,1.25578,0.873379,1.05245,0.976866,1.0059,0.995668,0.998999,0.997992,0.998276,0.998201,0.998219,0.998215,0.998216,0.998216,0.998216,0.998216,0.998216,0.998216,0.998216,0.998216,0.998216,0.998216,0.998216,0.998216,0.998216,
2.915,1.66292,0.0159892,2.11514,-0.00830717,1.74591,0.52633,1.25706,0.872681,1.0528,0.976721,1.00597,0.995652,0.999012,0.997995,0.998282,0.998206,0.998225,0.998221,0.998222,0.998222,0.998222,0.998222,0.998222,0.998222,0.998222,0.998222,0.998222,0.998222,0.998222,0.998222,0.998222,
2.916,1.66332,0.0146926,2.11744,-0.0111051,1.74854,0.524345,1.25834,0.87198,1.05315,0.976576,1.00603,0.995636,0.999025,0.997999,0.998289,0.998212,0.998231,0.998226,0.998227,0.998227,0.998227,0.998227,0.998227,0.998227,0.998227,0.998227,0.998227,0.998227,0.998227,0.998227,0.998227,
2.917,1.66371,0.0133949,2.11975,-0.0139098,1.75117,0.522353,1.25963,0.871274,1.0535,0.976429,1.0061,0.99562,0.999038,0.998002,0.998295,0.998217,0.998237,0.998232,0.998233,0.998233,0.998233,0.998233,0.998233,0.998233,0.998233,0.998233,0.998233,0.998233,0.998233,0.998233,0.998233,
2.918,1.66411,0.0120959,2.12207,-0.0167212,1.75381,0.520353,1.26092,0.870565,1.05386,0.976281,1.00616,0.995604,0.999051,0.998005,0.998301,0.998223,0.998242,0.998238,0.998239,0.998239,0.998239,0.998239,0.998239,0.998239,0.998239,0.998239,0.998239,0.998239,0.998239,0.998239,0.998239,
2.919,1.66451,0.0107959,2.12438,-0.0195394,1.75646,0.518346,1.26222,0.869852,1.05422,0.976132,1.00623,0.995587,0.999064,0.998009,0.998308,0.998228,0.998248,0.998243,0.998244,0.998244,0.998244,0.998244,0.998244,0.998244,0.998244,0.998244,0.998244,0.998244,0.998244,0.998244,0.998244,
2.92,1.66491,0.00949462,2.12671,-0.0223644,1.75912,0.516331,1.26352,0.869135,1.05458,0.975982,1.0063,0.99557,0.999077,0.998012,0.998314,0.998234,0.998254,0.998249,0.99825,0.99825,0.99825,0.99825,0.99825,0.99825,0.99825,0.99825,0.99825,0.99825,0.99825,0.99825,0.99825,
2.921,1.66531,0.0081922,2.12903,-0.0251961,1.76179,0.514307,1.26483,0.868415,1.05494,0.975831,1.00637,0.995553,0.99909,0.998015,0.99832,0.998239,0.998259,0.998255,0.998256,0.998255,0.998255,0.998255,0.998255,0.998255,0.998255,0.998255,0.998255,0.998255,0.998255,0.998255,0.998255,
2.922,1.66571,0.00688863,2.13136,-0.0280347,1.76446,0.512277,1.26615,0.86769,1.0553,0.975679,1.00643,0.995536,0.999103,0.998019,0.998326,0.998244,0.998265,0.99826,0.998261,0.998261,0.998261,0.998261,0.998261,0.998261,0.998261,0.998261,0.998261,0.998261,0.998261,0.998261,0.998261,
2.923,1.66611,0.00558389,2.13369,-0.03088,1.76714,0.510238,1.26747,0.866962,1.05567,0.975526,1.0065,0.995519,0.999116,0.998022,0.998333,0.99825,0.998271,0.998266,0.998267,0.998267,0.998267,0.998267,0.998267,0.998267,0.998267,0.998267,0.998267,0.998267,0.998267,0.998267,0.998267,
2.924,1.66651,0.00427798,2.13603,-0.0337322,1.76984,0.508191,1.2688,0.86623,1.05604,0.975372,1.00657,0.995501,0.99913,0.998025,0.998339,0.998255,0.998276,0.998271,0.998272,0.998272,0.998272,0.998272,0.998272,0.998272,0.998272,0.998272,0.998272,0.998272,0.998272,0.998272,0.998272,
