x,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30,
-4,-1.09577,3.15962,-7.05331,12.3999,-17.8606,21.7531,-22.9393,21.3275,-17.7315,13.333,-9.15176,5.77881,-3.37861,1.83929,-0.936734,0.448294,-0.20225,0.0863949,-0.0349571,0.0135182,-0.00492605,0.00177353,-0.000554403,0.000220857,-2.70151e-05,4.91935e-05,2.66296e-05,3.30721e-05,3.12959e-05,3.17693e-05,3.16472e-05,
-3.999,-1.09537,3.15682,-7.04334,12.3758,-17.8167,21.6883,-22.8591,21.242,-17.6513,13.2659,-9.10108,5.74388,-3.35648,1.82632,-0.929654,0.444681,-0.200517,0.0856123,-0.0346223,0.0133826,-0.00487354,0.0017544,-0.000547493,0.00021871,-2.61441e-05,4.90989e-05,2.6832e-05,3.31865e-05,3.14355e-05,3.19019e-05,3.17817e-05,
-3.998,-1.09497,3.15403,-7.03338,12.3518,-17.7728,21.6236,-22.7792,21.1568,-17.5715,13.1992,-9.05066,5.70915,-3.33449,1.81343,-0.922625,0.441095,-0.198799,0.0848365,-0.0342906,0.0132483,-0.00482157,0.00173547,-0.000540659,0.00021659,-2.52816e-05,4.90077e-05,2.7034e-05,3.33017e-05,3.15755e-05,3.20351e-05,3.19167e-05,
-3.997,-1.09457,3.15124,-7.02344,12.3278,-17.729,21.5592,-22.6995,21.0719,-17.492,13.1327,-9.00051,5.67462,-3.31263,1.80063,-0.915647,0.437538,-0.197096,0.0840676,-0.033962,0.0131154,-0.00477014,0.00171675,-0.000533901,0.000214497,-2.44276e-05,4.892e-05,2.72357e-05,3.34178e-05,3.1716e-05,3.21689e-05,3.20523e-05,
-3.996,-1.09417,3.14846,-7.0135,12.3039,-17.6853,21.4948,-22.6201,20.9874,-17.4129,13.0666,-8.95063,5.64029,-3.29092,1.78792,-0.908721,0.434009,-0.195406,0.0833054,-0.0336365,0.0129837,-0.00471923,0.00169823,-0.000527217,0.000212432,-2.35818e-05,4.88357e-05,2.74371e-05,3.35346e-05,3.1857e-05,3.23032e-05,3.21883e-05,
-3.995,-1.09377,3.14567,-7.00358,12.28,-17.6417,21.4307,-22.5409,20.9031,-17.3341,13.0008,-8.90101,5.60616,-3.26934,1.77529,-0.901845,0.430507,-0.193731,0.08255,-0.033314,0.0128534,-0.00466885,0.00167992,-0.000520606,0.000210392,-2.27443e-05,4.87547e-05,2.76381e-05,3.36523e-05,3.19984e-05,3.24381e-05,3.23249e-05,
-3.994,-1.09338,3.14289,-6.99367,12.2562,-17.5983,21.3668,-22.462,20.8192,-17.2556,12.9353,-8.85165,5.57223,-3.24789,1.76275,-0.89502,0.427033,-0.19207,0.0818012,-0.0329945,0.0127243,-0.00461899,0.00166181,-0.000514069,0.00020838,-2.19149e-05,4.86771e-05,2.78388e-05,3.37708e-05,3.21403e-05,3.25735e-05,3.24621e-05,
-3.993,-1.09298,3.14011,-6.98377,12.2324,-17.5549,21.303,-22.3833,20.7356,-17.1775,12.8702,-8.80255,5.53849,-3.22659,1.7503,-0.888244,0.423586,-0.190422,0.081059,-0.032678,0.0125965,-0.00456964,0.00164389,-0.000507603,0.000206393,-2.10934e-05,4.86028e-05,2.80392e-05,3.389e-05,3.22826e-05,3.27095e-05,3.25998e-05,
-3.992,-1.09258,3.13733,-6.97388,12.2086,-17.5116,21.2394,-22.3049,20.6523,-17.0997,12.8053,-8.75371,5.50495,-3.20541,1.73793,-0.881518,0.420166,-0.188788,0.0803234,-0.0323644,0.01247,-0.00452079,0.00162617,-0.000501208,0.000204431,-2.02799e-05,4.85317e-05,2.82393e-05,3.40101e-05,3.24255e-05,3.28461e-05,3.27381e-05,
-3.991,-1.09218,3.13455,-6.964,12.1849,-17.4684,21.1759,-22.2268,20.5693,-17.0222,12.7408,-8.70513,5.47161,-3.18437,1.72564,-0.874841,0.416772,-0.187168,0.0795943,-0.0320538,0.0123447,-0.00447245,0.00160865,-0.000494884,0.000202495,-1.94741e-05,4.84639e-05,2.84391e-05,3.41309e-05,3.25688e-05,3.29833e-05,3.28768e-05,
-3.99,-1.09178,3.13177,-6.95413,12.1612,-17.4252,21.1126,-22.1489,20.4867,-16.9451,12.6765,-8.6568,5.43846,-3.16346,1.71344,-0.868213,0.413405,-0.185561,0.0788716,-0.0317461,0.0122206,-0.00442461,0.00159131,-0.000488629,0.000200584,-1.8676e-05,4.83992e-05,2.86387e-05,3.42526e-05,3.27126e-05,3.3121e-05,3.30162e-05,
-3.989,-1.09138,3.12899,-6.94427,12.1375,-17.3822,21.0496,-22.0712,20.4043,-16.8683,12.6126,-8.60874,5.4055,-3.14269,1.70132,-0.861633,0.410064,-0.183967,0.0781553,-0.0314412,0.0120978,-0.00437726,0.00157417,-0.000482443,0.000198698,-1.78854e-05,4.83378e-05,2.8838e-05,3.4375e-05,3.28569e-05,3.32593e-05,3.31561e-05,
-3.988,-1.09098,3.12622,-6.93443,12.1139,-17.3393,20.9866,-21.9938,20.3222,-16.7918,12.549,-8.56092,5.37273,-3.12204,1.68928,-0.855102,0.40675,-0.182387,0.0774454,-0.0311392,0.0119762,-0.0043304,0.00155721,-0.000476325,0.000196837,-1.71024e-05,4.82794e-05,2.90371e-05,3.44983e-05,3.30017e-05,3.33982e-05,3.32965e-05,
-3.987,-1.09058,3.12345,-6.92459,12.0903,-17.2965,20.9239,-21.9167,20.2405,-16.7156,12.4856,-8.51336,5.34015,-3.10153,1.67733,-0.848619,0.403461,-0.18082,0.0767417,-0.0308399,0.0118558,-0.00428402,0.00154045,-0.000470275,0.000195,-1.63267e-05,4.82242e-05,2.92359e-05,3.46223e-05,3.3147e-05,3.35376e-05,3.34375e-05,
-3.986,-1.09018,3.12068,-6.91477,12.0668,-17.2538,20.8613,-21.8398,20.1591,-16.6398,12.4226,-8.46605,5.30776,-3.08115,1.66546,-0.842183,0.400199,-0.179266,0.0760442,-0.0305435,0.0117365,-0.00423812,0.00152386,-0.000464291,0.000193187,-1.55583e-05,4.81721e-05,2.94345e-05,3.47471e-05,3.32927e-05,3.36776e-05,3.35791e-05,
-3.985,-1.08978,3.11791,-6.90496,12.0433,-17.2111,20.7989,-21.7632,20.0779,-16.5643,12.3599,-8.419,5.27556,-3.06089,1.65367,-0.835794,0.396962,-0.177725,0.0753529,-0.0302499,0.0116184,-0.00419269,0.00150746,-0.000458372,0.000191397,-1.47971e-05,4.8123e-05,2.9633e-05,3.48728e-05,3.3439e-05,3.38183e-05,3.37212e-05,
-3.984,-1.08939,3.11514,-6.89515,12.0198,-17.1686,20.7366,-21.6868,19.9971,-16.4891,12.2975,-8.37219,5.24355,-3.04076,1.64196,-0.829452,0.39375,-0.176197,0.0746677,-0.029959,0.0115015,-0.00414773,0.00149123,-0.000452519,0.000189631,-1.40429e-05,4.80769e-05,2.98312e-05,3.49992e-05,3.35858e-05,3.39595e-05,3.38639e-05,
-3.983,-1.08899,3.11237,-6.88536,11.9964,-17.1261,20.6746,-21.6106,19.9166,-16.4143,12.2354,-8.32563,5.21172,-3.02076,1.63032,-0.823156,0.390563,-0.174682,0.0739886,-0.0296708,0.0113858,-0.00410323,0.00147519,-0.00044673,0.000187888,-1.32958e-05,4.80338e-05,3.00293e-05,3.51264e-05,3.37331e-05,3.41012e-05,3.40071e-05,
-3.982,-1.08859,3.10961,-6.87558,11.973,-17.0838,20.6127,-21.5347,19.8364,-16.3397,12.1736,-8.27931,5.18008,-3.00089,1.61877,-0.816907,0.387401,-0.173179,0.0733155,-0.0293853,0.0112712,-0.00405919,0.00145932,-0.000441004,0.000186168,-1.25555e-05,4.79937e-05,3.02272e-05,3.52544e-05,3.38809e-05,3.42436e-05,3.41509e-05,
-3.981,-1.08819,3.10684,-6.86582,11.9497,-17.0415,20.5509,-21.4591,19.7565,-16.2655,12.112,-8.23325,5.14862,-2.98114,1.6073,-0.810704,0.384265,-0.171689,0.0726484,-0.0291025,0.0111577,-0.00401561,0.00144363,-0.000435341,0.000184471,-1.18221e-05,4.79565e-05,3.04249e-05,3.53831e-05,3.40292e-05,3.43866e-05,3.42953e-05,
-3.98,-1.08779,3.10408,-6.85606,11.9264,-16.9993,20.4894,-21.3837,19.6769,-16.1916,12.0508,-8.18742,5.11734,-2.96151,1.59591,-0.804546,0.381152,-0.170211,0.0719871,-0.0288223,0.0110454,-0.00397247,0.0014281,-0.000429741,0.000182796,-1.10953e-05,4.79222e-05,3.06225e-05,3.55127e-05,3.4178e-05,3.45301e-05,3.44402e-05,
-3.979,-1.08739,3.10132,-6.84631,11.9031,-16.9572,20.4279,-21.3085,19.5975,-16.118,11.9899,-8.14184,5.08625,-2.94201,1.58459,-0.798433,0.378064,-0.168746,0.0713317,-0.0285447,0.0109341,-0.00392978,0.00141275,-0.000424201,0.000181144,-1.03752e-05,4.78908e-05,3.082e-05,3.5643e-05,3.43273e-05,3.46743e-05,3.45857e-05,
-3.978,-1.08699,3.09856,-6.83658,11.8799,-16.9152,20.3667,-21.2336,19.5185,-16.0448,11.9292,-8.0965,5.05534,-2.92264,1.57335,-0.792365,0.375001,-0.167293,0.0706822,-0.0282698,0.010824,-0.00388753,0.00139757,-0.000418723,0.000179513,-9.66161e-06,4.78623e-05,3.10173e-05,3.57742e-05,3.44772e-05,3.4819e-05,3.47318e-05,
-3.977,-1.08659,3.09581,-6.82685,11.8567,-16.8733,20.3056,-21.1589,19.4398,-15.9718,11.8689,-8.0514,5.0246,-2.90338,1.56219,-0.786342,0.371961,-0.165852,0.0700383,-0.0279974,0.0107149,-0.00384572,0.00138256,-0.000413305,0.000177904,-8.95447e-06,4.78365e-05,3.12146e-05,3.59061e-05,3.46275e-05,3.49644e-05,3.48785e-05,
-3.976,-1.08619,3.09305,-6.81714,11.8336,-16.8315,20.2447,-21.0845,19.3614,-15.8992,11.8088,-8.00655,4.99405,-2.88425,1.5511,-0.780363,0.368946,-0.164423,0.0694002,-0.0277275,0.010607,-0.00380433,0.00136771,-0.000407946,0.000176316,-8.25368e-06,4.78136e-05,3.14117e-05,3.60388e-05,3.47784e-05,3.51103e-05,3.50257e-05,
-3.975,-1.0858,3.0903,-6.80744,11.8105,-16.7898,20.184,-21.0103,19.2833,-15.8268,11.749,-7.96193,4.96367,-2.86524,1.54009,-0.774427,0.365954,-0.163005,0.0687678,-0.0274602,0.0105001,-0.00376338,0.00135302,-0.000402645,0.00017475,-7.55916e-06,4.77934e-05,3.16088e-05,3.61723e-05,3.49299e-05,3.52569e-05,3.51736e-05,
-3.974,-1.0854,3.08755,-6.79774,11.7874,-16.7482,20.1234,-20.9363,19.2054,-15.7548,11.6895,-7.91754,4.93347,-2.84635,1.52916,-0.768536,0.362985,-0.1616,0.0681409,-0.0271954,0.0103942,-0.00372285,0.0013385,-0.000397403,0.000173204,-6.87083e-06,4.7776e-05,3.18058e-05,3.63066e-05,3.50818e-05,3.5404e-05,3.5322e-05,
-3.973,-1.085,3.0848,-6.78806,11.7644,-16.7067,20.063,-20.8626,19.1279,-15.6831,11.6303,-7.87339,4.90345,-2.82758,1.5183,-0.762688,0.36004,-0.160207,0.0675196,-0.026933,0.0102894,-0.00368273,0.00132413,-0.000392218,0.00017168,-6.1886e-06,4.77614e-05,3.20027e-05,3.64416e-05,3.52343e-05,3.55517e-05,3.5471e-05,
-3.972,-1.0846,3.08205,-6.77839,11.7414,-16.6652,20.0028,-20.7891,19.0506,-15.6117,11.5714,-7.82948,4.8736,-2.80893,1.50751,-0.756882,0.357118,-0.158825,0.0669039,-0.0266732,0.0101856,-0.00364303,0.00130993,-0.00038709,0.000170175,-5.51238e-06,4.77494e-05,3.21996e-05,3.65774e-05,3.53874e-05,3.57001e-05,3.56206e-05,
-3.971,-1.0842,3.0793,-6.76873,11.7184,-16.6239,19.9427,-20.7159,18.9737,-15.5406,11.5128,-7.7858,4.84393,-2.79039,1.4968,-0.75112,0.354219,-0.157455,0.0662936,-0.0264157,0.0100829,-0.00360374,0.00129588,-0.000382018,0.000168691,-4.8421e-06,4.77401e-05,3.23964e-05,3.67141e-05,3.55409e-05,3.58491e-05,3.57707e-05,
-3.97,-1.0838,3.07655,-6.75909,11.6955,-16.5826,19.8828,-20.6429,18.897,-15.4698,11.4544,-7.74235,4.81442,-2.77198,1.48616,-0.7454,0.351343,-0.156096,0.0656887,-0.0261607,0.00998118,-0.00356486,0.00128199,-0.000377002,0.000167227,-4.17767e-06,4.77334e-05,3.25932e-05,3.68515e-05,3.56951e-05,3.59986e-05,3.59215e-05,
-3.969,-1.0834,3.07381,-6.74945,11.6726,-16.5415,19.8231,-20.5702,18.8206,-15.3993,11.3964,-7.69914,4.78509,-2.75368,1.47559,-0.739722,0.348489,-0.154748,0.0650892,-0.0259081,0.00988047,-0.00352638,0.00126825,-0.00037204,0.000165783,-3.51902e-06,4.77294e-05,3.279e-05,3.69896e-05,3.58497e-05,3.61488e-05,3.60729e-05,
-3.968,-1.083,3.07107,-6.73982,11.6498,-16.5004,19.7635,-20.4976,18.7446,-15.3291,11.3386,-7.65615,4.75593,-2.7355,1.4651,-0.734085,0.345658,-0.153412,0.064495,-0.0256578,0.00978076,-0.0034883,0.00125466,-0.000367133,0.000164358,-2.86606e-06,4.7728e-05,3.29867e-05,3.71286e-05,3.60049e-05,3.62996e-05,3.62248e-05,
-3.967,-1.0826,3.06833,-6.73021,11.627,-16.4594,19.7041,-20.4253,18.6688,-15.2592,11.281,-7.6134,4.72695,-2.71743,1.45468,-0.728491,0.342849,-0.152087,0.063906,-0.0254099,0.00968203,-0.00345061,0.00124123,-0.000362279,0.000162953,-2.21871e-06,4.77291e-05,3.31835e-05,3.72683e-05,3.61607e-05,3.64511e-05,3.63774e-05,
-3.966,-1.08221,3.06559,-6.7206,11.6042,-16.4185,19.6448,-20.3533,18.5932,-15.1896,11.2238,-7.57087,4.69813,-2.69947,1.44433,-0.722937,0.340062,-0.150774,0.0633224,-0.0251643,0.00958428,-0.00341331,0.00122794,-0.000357478,0.000161567,-1.5769e-06,4.77328e-05,3.33803e-05,3.74089e-05,3.6317e-05,3.66031e-05,3.65306e-05,
-3.965,-1.08181,3.06285,-6.71101,11.5815,-16.3777,19.5857,-20.2815,18.518,-15.1203,11.1668,-7.52856,4.66948,-2.68163,1.43405,-0.717424,0.337297,-0.149471,0.0627439,-0.024921,0.0094875,-0.00337639,0.0012148,-0.00035273,0.0001602,-9.40547e-07,4.77391e-05,3.35771e-05,3.75502e-05,3.64739e-05,3.67558e-05,3.66843e-05,
-3.964,-1.08141,3.06011,-6.70143,11.5588,-16.337,19.5268,-20.2099,18.4431,-15.0514,11.1101,-7.48648,4.64099,-2.66391,1.42384,-0.711952,0.334554,-0.148179,0.0621705,-0.02468,0.00939169,-0.00333986,0.0012018,-0.000348033,0.000158852,-3.09579e-07,4.77478e-05,3.37739e-05,3.76923e-05,3.66314e-05,3.6909e-05,3.68387e-05,
-3.963,-1.08101,3.05738,-6.69185,11.5362,-16.2964,19.468,-20.1386,18.3684,-14.9827,11.0537,-7.44463,4.61267,-2.6463,1.4137,-0.70652,0.331833,-0.146898,0.0616023,-0.0244412,0.00929682,-0.0033037,0.00118895,-0.000343388,0.000157522,3.1608e-07,4.77591e-05,3.39708e-05,3.78351e-05,3.67894e-05,3.70629e-05,3.69937e-05,
-3.962,-1.08061,3.05465,-6.68229,11.5135,-16.2559,19.4094,-20.0674,18.294,-14.9143,10.9976,-7.403,4.58452,-2.62879,1.40364,-0.701129,0.329133,-0.145627,0.0610391,-0.0242047,0.0092029,-0.00326792,0.00117624,-0.000338793,0.00015621,9.36505e-07,4.77728e-05,3.41677e-05,3.79788e-05,3.6948e-05,3.72175e-05,3.71493e-05,
-3.961,-1.08021,3.05191,-6.67274,11.491,-16.2154,19.3509,-19.9966,18.2199,-14.8462,10.9417,-7.36159,4.55653,-2.6114,1.39364,-0.695777,0.326454,-0.144368,0.0604809,-0.0239704,0.0091099,-0.00323251,0.00116367,-0.000334249,0.000154917,1.55177e-06,4.77889e-05,3.43646e-05,3.81232e-05,3.71071e-05,3.73726e-05,3.73055e-05,
-3.96,-1.07981,3.04918,-6.6632,11.4684,-16.1751,19.2927,-19.9259,18.1461,-14.7783,10.8861,-7.3204,4.52871,-2.59412,1.3837,-0.690464,0.323796,-0.143119,0.0599277,-0.0237383,0.00901784,-0.00319747,0.00115124,-0.000329753,0.000153641,2.16195e-06,4.78075e-05,3.45617e-05,3.82684e-05,3.72668e-05,3.75284e-05,3.74623e-05,
-3.959,-1.07941,3.04646,-6.65368,11.4459,-16.1348,19.2345,-19.8555,18.0726,-14.7108,10.8308,-7.27943,4.50105,-2.57695,1.37384,-0.685191,0.32116,-0.14188,0.0593794,-0.0235084,0.00892668,-0.00316279,0.00113895,-0.000325307,0.000152383,2.76711e-06,4.78285e-05,3.47588e-05,3.84144e-05,3.74271e-05,3.76849e-05,3.76198e-05,
-3.958,-1.07901,3.04373,-6.64416,11.4235,-16.0946,19.1765,-19.7853,17.9993,-14.6436,10.7757,-7.23869,4.47355,-2.55989,1.36405,-0.679957,0.318544,-0.140652,0.058836,-0.0232807,0.00883643,-0.00312847,0.0011268,-0.000320909,0.000151143,3.36732e-06,4.78519e-05,3.4956e-05,3.85611e-05,3.7588e-05,3.78419e-05,3.77778e-05,
-3.957,-1.07861,3.041,-6.63465,11.4011,-16.0545,19.1187,-19.7153,17.9263,-14.5767,10.7209,-7.19815,4.44621,-2.54294,1.35432,-0.674761,0.315949,-0.139434,0.0582975,-0.0230551,0.00874708,-0.0030945,0.00111478,-0.00031656,0.00014992,3.96266e-06,4.78777e-05,3.51533e-05,3.87087e-05,3.77495e-05,3.79996e-05,3.79365e-05,
-3.956,-1.07822,3.03828,-6.62515,11.3787,-16.0145,19.0611,-19.6456,17.8536,-14.51,10.6664,-7.15784,4.41903,-2.5261,1.34466,-0.669604,0.313374,-0.138226,0.0577637,-0.0228316,0.00865862,-0.00306088,0.0011029,-0.000312257,0.000148714,4.5532e-06,4.79058e-05,3.53507e-05,3.8857e-05,3.79115e-05,3.8158e-05,3.80958e-05,
-3.955,-1.07782,3.03556,-6.61567,11.3563,-15.9746,19.0036,-19.5761,17.7812,-14.4436,10.6121,-7.11774,4.39201,-2.50936,1.33506,-0.664484,0.31082,-0.137029,0.0572347,-0.0226102,0.00857104,-0.00302762,0.00109114,-0.000308001,0.000147525,5.13899e-06,4.79362e-05,3.55482e-05,3.90061e-05,3.80742e-05,3.8317e-05,3.82557e-05,
-3.954,-1.07742,3.03284,-6.60619,11.334,-15.9348,18.9462,-19.5068,17.7091,-14.3776,10.5581,-7.07785,4.36515,-2.49273,1.32554,-0.659403,0.308285,-0.135841,0.0567104,-0.0223909,0.00848433,-0.0029947,0.00107952,-0.000303791,0.000146352,5.72012e-06,4.79689e-05,3.57459e-05,3.9156e-05,3.82374e-05,3.84766e-05,3.84163e-05,
-3.953,-1.07702,3.03012,-6.59673,11.3117,-15.8951,18.8891,-19.4378,17.6372,-14.3118,10.5043,-7.03818,4.33845,-2.4762,1.31607,-0.654359,0.305771,-0.134664,0.0561908,-0.0221737,0.00839848,-0.00296211,0.00106803,-0.000299627,0.000145197,6.29665e-06,4.80039e-05,3.59437e-05,3.93067e-05,3.84012e-05,3.86369e-05,3.85775e-05,
-3.952,-1.07662,3.0274,-6.58728,11.2895,-15.8554,18.832,-19.3689,17.5656,-14.2463,10.4508,-6.99871,4.3119,-2.45978,1.30667,-0.649352,0.303277,-0.133496,0.0556758,-0.0219585,0.00831349,-0.00292987,0.00105667,-0.000295508,0.000144057,6.86864e-06,4.80412e-05,3.61416e-05,3.94581e-05,3.85656e-05,3.87978e-05,3.87394e-05,
-3.951,-1.07622,3.02469,-6.57783,11.2673,-15.8159,18.7752,-19.3003,17.4942,-14.181,10.3976,-6.95946,4.2855,-2.44347,1.29734,-0.644383,0.300802,-0.132338,0.0551655,-0.0217454,0.00822934,-0.00289796,0.00104543,-0.000291434,0.000142934,7.43615e-06,4.80808e-05,3.63397e-05,3.96104e-05,3.87306e-05,3.89594e-05,3.89018e-05,
-3.95,-1.07582,3.02197,-6.5684,11.2451,-15.7764,18.7184,-19.232,17.4232,-14.1161,10.3446,-6.92042,4.25927,-2.42726,1.28807,-0.63945,0.298347,-0.13119,0.0546596,-0.0215342,0.00814603,-0.00286638,0.00103432,-0.000287404,0.000141827,7.99927e-06,4.81225e-05,3.65379e-05,3.97634e-05,3.88963e-05,3.91216e-05,3.90649e-05,
-3.949,-1.07542,3.01926,-6.55898,11.223,-15.737,18.6619,-19.1638,17.3524,-14.0514,10.2919,-6.88159,4.23318,-2.41115,1.27887,-0.634553,0.295911,-0.130052,0.0541583,-0.0213251,0.00806355,-0.00283513,0.00102333,-0.000283418,0.000140736,8.55804e-06,4.81665e-05,3.67363e-05,3.99172e-05,3.90625e-05,3.92845e-05,3.92287e-05,
-3.948,-1.07502,3.01655,-6.54957,11.2009,-15.6977,18.6055,-19.0959,17.2818,-13.987,10.2394,-6.84297,4.20725,-2.39515,1.26973,-0.629693,0.293495,-0.128923,0.0536615,-0.0211179,0.0079819,-0.00280421,0.00101247,-0.000279475,0.00013966,9.11253e-06,4.82127e-05,3.69349e-05,4.00718e-05,3.92293e-05,3.94481e-05,3.93931e-05,
-3.947,-1.07463,3.01384,-6.54017,11.1789,-15.6585,18.5492,-19.0282,17.2116,-13.9229,10.1872,-6.80455,4.18147,-2.37924,1.26065,-0.624869,0.291098,-0.127804,0.0531691,-0.0209126,0.00790105,-0.0027736,0.00100172,-0.000275574,0.0001386,9.6628e-06,4.82611e-05,3.71337e-05,4.02272e-05,3.93968e-05,3.96123e-05,3.95581e-05,
-3.946,-1.07423,3.01113,-6.53078,11.1569,-15.6194,18.4931,-18.9607,17.1416,-13.8591,10.1352,-6.76634,4.15585,-2.36344,1.25163,-0.620081,0.288719,-0.126694,0.0526811,-0.0207093,0.00782102,-0.00274331,0.000991099,-0.000271716,0.000137555,1.02089e-05,4.83116e-05,3.73327e-05,4.03833e-05,3.95648e-05,3.97771e-05,3.97238e-05,
-3.945,-1.07383,3.00842,-6.5214,11.1349,-15.5804,18.4372,-18.8934,17.0719,-13.7955,10.0835,-6.72833,4.13037,-2.34774,1.24268,-0.615328,0.28636,-0.125593,0.0521975,-0.0205079,0.00774178,-0.00271334,0.000980595,-0.000267899,0.000136525,1.0751e-05,4.83643e-05,3.75318e-05,4.05403e-05,3.97335e-05,3.99427e-05,3.98902e-05,
-3.944,-1.07343,3.00572,-6.51204,11.113,-15.5414,18.3814,-18.8264,17.0024,-13.7322,10.032,-6.69053,4.10504,-2.33214,1.23379,-0.61061,0.284019,-0.124502,0.0517181,-0.0203085,0.00766333,-0.00268368,0.000970208,-0.000264124,0.00013551,1.12889e-05,4.84191e-05,3.77312e-05,4.0698e-05,3.99028e-05,4.01088e-05,4.00572e-05,
-3.943,-1.07303,3.00302,-6.50268,11.0911,-15.5025,18.3258,-18.7596,16.9332,-13.6692,9.98082,-6.65292,4.07986,-2.31664,1.22496,-0.605927,0.281697,-0.12342,0.0512431,-0.0201109,0.00758567,-0.00265432,0.000959938,-0.000260389,0.000134511,1.1823e-05,4.8476e-05,3.79308e-05,4.08565e-05,4.00727e-05,4.02757e-05,4.02248e-05,
-3.942,-1.07263,3.00032,-6.49333,11.0692,-15.4638,18.2703,-18.6929,16.8643,-13.6065,9.92986,-6.61552,4.05483,-2.30124,1.21619,-0.601279,0.279393,-0.122347,0.0507723,-0.0199151,0.00750878,-0.00262527,0.000949782,-0.000256694,0.000133525,1.23531e-05,4.8535e-05,3.81306e-05,4.10158e-05,4.02433e-05,4.04433e-05,4.03932e-05,
-3.941,-1.07223,2.99762,-6.484,11.0474,-15.4251,18.215,-18.6266,16.7956,-13.544,9.87914,-6.57832,4.02995,-2.28594,1.20748,-0.596665,0.277108,-0.121283,0.0503058,-0.0197212,0.00743266,-0.00259652,0.000939741,-0.00025304,0.000132554,1.28793e-05,4.85961e-05,3.83307e-05,4.11759e-05,4.04145e-05,4.06115e-05,4.05621e-05,
-3.94,-1.07183,2.99492,-6.47467,11.0256,-15.3865,18.1598,-18.5604,16.7272,-13.4818,9.82867,-6.54132,4.00521,-2.27073,1.19883,-0.592085,0.27484,-0.120228,0.0498434,-0.0195292,0.0073573,-0.00256807,0.000929813,-0.000249424,0.000131598,1.34018e-05,4.86593e-05,3.8531e-05,4.13368e-05,4.05863e-05,4.07803e-05,4.07318e-05,
-3.939,-1.07143,2.99222,-6.46536,11.0038,-15.348,18.1048,-18.4944,16.659,-13.4199,9.77844,-6.50452,3.98062,-2.25562,1.19024,-0.58754,0.272591,-0.119182,0.0493851,-0.0193389,0.00728269,-0.00253992,0.000919995,-0.000245848,0.000130656,1.39205e-05,4.87245e-05,3.87316e-05,4.14984e-05,4.07587e-05,4.09499e-05,4.09021e-05,
-3.938,-1.07103,2.98953,-6.45605,10.9821,-15.3095,18.0499,-18.4287,16.5911,-13.3583,9.72845,-6.46792,3.95617,-2.24061,1.18171,-0.583028,0.270359,-0.118145,0.048931,-0.0191505,0.00720883,-0.00251205,0.000910289,-0.00024231,0.000129727,1.44355e-05,4.87918e-05,3.89324e-05,4.16609e-05,4.09318e-05,4.11202e-05,4.10731e-05,
-3.937,-1.07064,2.98683,-6.44676,10.9604,-15.2712,17.9952,-18.3632,16.5235,-13.2969,9.67871,-6.43151,3.93186,-2.22569,1.17324,-0.57855,0.268145,-0.117116,0.0484809,-0.0189638,0.00713571,-0.00248448,0.000900691,-0.00023881,0.000128813,1.49469e-05,4.88611e-05,3.91335e-05,4.18242e-05,4.11056e-05,4.12911e-05,4.12447e-05,
-3.936,-1.07024,2.98414,-6.43748,10.9388,-15.2329,17.9406,-18.2979,16.4561,-13.2357,9.62921,-6.3953,3.9077,-2.21087,1.16482,-0.574104,0.265948,-0.116097,0.0480349,-0.0187789,0.00706332,-0.00245719,0.000891202,-0.000235347,0.000127912,1.54548e-05,4.89323e-05,3.93349e-05,4.19882e-05,4.12799e-05,4.14627e-05,4.14171e-05,
-3.935,-1.06984,2.98145,-6.42821,10.9172,-15.1948,17.8862,-18.2328,16.389,-13.1749,9.57995,-6.35928,3.88368,-2.19615,1.15647,-0.569692,0.26377,-0.115085,0.0475928,-0.0185957,0.00699165,-0.00243019,0.000881819,-0.000231922,0.000127025,1.59591e-05,4.90056e-05,3.95366e-05,4.2153e-05,4.1455e-05,4.1635e-05,4.15901e-05,
-3.934,-1.06944,2.97876,-6.41895,10.8956,-15.1567,17.832,-18.1679,16.3221,-13.1143,9.53093,-6.32345,3.85981,-2.18152,1.14817,-0.565313,0.261608,-0.114083,0.0471547,-0.0184143,0.0069207,-0.00240347,0.000872542,-0.000228534,0.000126151,1.64599e-05,4.90809e-05,3.97385e-05,4.23187e-05,4.16306e-05,4.1808e-05,4.17637e-05,
-3.933,-1.06904,2.97607,-6.40969,10.8741,-15.1187,17.7778,-18.1032,16.2555,-13.0539,9.48214,-6.28782,3.83607,-2.16698,1.13993,-0.560966,0.259463,-0.113089,0.0467205,-0.0182346,0.00685047,-0.00237702,0.000863369,-0.000225181,0.000125291,1.69574e-05,4.91581e-05,3.99408e-05,4.24851e-05,4.18069e-05,4.19817e-05,4.19381e-05,
-3.932,-1.06864,2.97339,-6.40045,10.8526,-15.0807,17.7239,-18.0388,16.1892,-12.9939,9.43359,-6.25238,3.81247,-2.15254,1.13175,-0.556651,0.257336,-0.112103,0.0462903,-0.0180566,0.00678093,-0.00235085,0.0008543,-0.000221865,0.000124443,1.74514e-05,4.92372e-05,4.01433e-05,4.26523e-05,4.19839e-05,4.21561e-05,4.21132e-05,
